gid,startdistrictid,enddistrictid
184913,9,9
184792,4,7
128774,5,27
187365,16,4
188617,27,27
174220,,
173300,,
195555,27,24
197544,7,33
242819,,
196778,7,7
199489,5,5
186899,,
202136,7,7
203350,2,17
268171,16,
208163,4,4
105787,,
245143,,
245728,5,4
220899,8,8
106819,,
139428,,
242489,,
207227,22,22
217405,16,16
219439,25,25
208271,,
220653,,
221351,22,22
141804,25,25
169346,,
208944,4,
222852,4,5
214905,4,4
224299,16,16
150460,8,8
209527,11,11
226517,23,23
179508,24,4
145433,,
147119,,
84692,16,16
147693,25,25
228064,7,2
230085,24,24
230884,23,23
249634,25,
109216,4,5
231774,5,4
117851,,
205458,,
237672,7,7
278226,,
233839,7,4
211851,8,8
110134,,
288261,,
235858,11,11
236767,27,27
180218,,
237082,22,30
84526,,
212818,27,20
209608,5,5
213182,24,24
229140,,
221902,4,5
256384,,
258470,,
240794,23,25
214043,16,16
214364,24,24
130972,16,16
214485,7,4
243186,7,7
243966,23,
232033,,
245560,23,23
265139,,
215950,,
227990,,
251030,33,33
215888,,7
251601,4,4
252104,,
255216,16,5
256871,,
264508,4,4
184318,11,11
103576,,
254690,4,4
250087,4,4
217328,4,
260262,4,4
93905,,
263555,,
34796,,
262919,20,
218803,29,22
133847,,
219116,10,2
264462,31,31
273632,4,4
268550,23,23
219557,7,
286773,,
271088,33,33
271383,16,16
28611,,
86735,33,33
85179,4,
222230,,4
95890,4,4
252232,4,4
223390,33,
97088,,
102416,7,7
224267,4,4
94676,23,23
270328,22,4
58956,22,22
78897,,23
109542,28,28
79038,24,27
121160,24,27
260195,22,4
152389,4,4
136913,,
113797,16,16
114688,10,9
175523,27,27
117342,5,5
125167,23,23
286632,5,5
124777,22,22
123266,30,8
81522,11,11
220242,30,30
124688,24,5
82582,27,27
132682,25,16
133399,,
135483,11,11
137202,,
148891,,
135852,23,1
142686,27,27
141185,18,18
140435,16,25
141498,16,16
141506,,
84672,,8
142440,,
143112,9,2
150701,28,28
84787,,
144375,7,24
202559,,
85357,,
148410,24,5
149542,16,16
150751,4,4
150653,24,5
151463,22,5
86209,8,8
86466,7,7
156350,,
226287,25,25
181507,,
159356,4,4
160957,27,3
87706,,
162234,9,9
162469,5,5
145472,4,16
165780,5,5
166790,16,16
88518,4,
167444,5,5
169505,33,7
172519,4,5
173915,4,4
183306,24,27
184540,4,4
90795,25,
189977,33,33
189300,5,5
191337,,
192371,25,25
225747,7,4
192862,24,24
197272,,
92504,4,22
203188,4,4
92533,,10
225393,33,2
239157,2,2
90100,4,4
202739,23,
201575,22,4
203118,16,16
203526,25,
257372,16,16
213571,24,24
193796,,
11079,,
214483,7,
262691,,
265451,5,24
244651,4,4
95277,4,4
65910,,
27865,,
221429,,
224019,11,11
225083,,
174688,9,10
232717,11,16
160408,8,8
96328,30,30
227338,4,5
103585,,
133499,,
205100,,
175075,,
202140,23,23
230094,11,16
231615,4,5
250462,23,23
279236,,
170725,,
236453,23,23
231395,4,24
238338,30,
98641,,4
206461,25,23
162726,23,1
237809,11,11
276887,,
126873,4,4
241768,24,24
147053,2,2
99179,,
226637,24,24
270108,27,16
147550,,
272246,,
243495,31,20
18172,,
86060,33,7
100431,5,5
100782,,
87869,16,16
282257,,
20649,,
142155,,
38746,,
256412,29,
288264,,
261698,25,25
258719,19,23
292753,,
267602,27,24
267976,,4
268442,27,16
269091,2,2
269170,4,4
145547,,
286934,23,23
272744,2,7
273562,24,22
286963,16,16
104546,2,2
278948,8,29
288554,23,23
281877,27,4
104920,,
282593,8,8
282837,4,4
104970,24,22
187011,,
286988,,
287627,30,18
248296,33,4
136451,,
290015,24,24
262478,7,4
291742,25,27
464,22,24
106283,24,24
291994,,27
291867,4,4
293234,,
106834,24,24
107198,7,7
9725,24,24
197502,,
10440,22,4
50438,,
109346,,
11477,4,33
13557,7,7
14018,2,2
253930,7,7
77956,,
24522,4,4
20750,16,16
144572,4,4
110905,4,4
23222,5,1
111161,,
111708,,27
28020,4,5
28160,4,4
290681,23,7
30387,5,5
30754,1,1
31305,7,7
31916,24,24
77865,22,22
272181,27,27
191736,,
37798,25,25
130419,4,4
40674,30,22
45010,22,22
168546,9,
49671,27,27
234876,,
52114,4,24
59552,8,8
97569,,
116706,,
215759,,
157164,2,4
57074,23,23
59855,5,5
60161,25,25
59250,23,
114859,4,5
61434,7,7
63273,5,5
63473,24,27
93740,8,8
65938,,
66150,25,4
70625,5,4
119304,,8
163468,5,5
223231,24,27
82076,23,23
71527,14,20
119698,24,5
72639,,
72834,8,8
77442,4,28
227815,7,
120158,,28
120379,4,4
77271,7,7
247224,25,25
120846,8,8
209051,22,18
171154,,
207601,16,16
116162,,
121230,,
143103,,
88644,,
148946,,
80054,22,22
4111,23,23
80430,16,
122201,16,16
82964,,
83717,22,
84291,24,24
123363,23,
123604,22,22
102340,33,7
125480,24,24
133215,4,22
139110,24,24
177780,,
181660,22,22
128296,4,4
187270,22,22
228029,22,18
129601,24,4
149604,24,3
222147,,
162803,23,23
162367,27,27
166919,,
194661,,
190621,23,23
189759,30,30
194783,4,5
194999,18,30
260527,4,4
226601,24,5
218425,16,16
123312,,
222411,4,4
207352,,
169697,24,22
227490,23,23
229864,5,24
233907,7,7
237543,,
235659,24,27
235508,,
220488,,
242110,4,
230646,,
77985,25,25
221510,23,
78351,,
244992,10,10
201739,4,4
257973,22,5
259309,23,23
264138,,
261753,24,27
244079,18,30
37887,8,8
254697,,
4440,,
174757,,
162786,,
622,4,4
192886,,
1597,22,22
100638,,
10510,23,23
15666,27,27
20145,5,24
25980,7,10
30973,30,8
32154,23,23
31728,22,22
49188,4,5
49434,22,24
50937,,
228765,,
228902,4,4
228785,5,5
179582,4,4
9022,24,24
245831,,
104367,,
184113,,
135806,4,4
162202,5,5
243310,,
91678,,
242238,,
110185,24,5
140827,5,24
11358,33,33
126254,7,4
127906,2,2
129157,27,22
132765,4,22
135166,,
142930,24,24
155754,5,5
156839,24,5
166064,4,23
168058,17,23
172574,,
171979,16,16
172585,28,4
173495,2,2
180708,,
171463,,
180763,22,22
44708,27,27
231095,22,22
198708,13,31
199121,33,4
201378,24,4
97669,,
197617,,
207309,7,33
214608,16,27
216059,24,24
217906,27,
183553,4,4
5395,,
132683,5,22
227113,,
171053,,
177075,,
229662,7,
229679,11,16
69603,16,11
6590,33,33
241130,25,16
12433,,
109558,10,14
252791,5,4
238967,22,22
270908,3,16
275844,18,30
1675,7,7
229078,4,10
12168,7,2
138190,30,30
71132,24,24
71997,27,16
82084,4,4
64048,,
77197,16,16
194361,10,22
83543,8,8
83071,2,2
83762,25,25
83841,5,5
84147,33,7
87202,8,8
76099,,
91753,2,2
18863,27,24
22613,,31
35891,25,25
23091,1,23
24052,7,10
49740,25,25
52231,23,23
52373,24,5
56602,4,4
56823,5,23
73792,,
290102,24,24
219862,27,27
246002,5,4
159011,,
90160,4,4
242035,,
80817,,
212895,7,7
81806,5,27
82108,27,27
213128,27,27
213337,,
82676,5,5
95673,4,4
214277,7,7
214516,4,23
94870,24,24
96013,16,16
215815,,
215891,4,4
215968,22,18
216328,7,7
98368,23,23
100519,23,23
102180,7,7
102740,7,7
103166,25,
106902,4,4
130289,16,4
105277,4,4
105487,4,4
108504,4,4
218650,23,3
218923,24,27
113465,4,22
273185,4,4
219309,,
119567,26,26
118660,25,25
119667,,
119327,,
123933,24,24
261853,24,24
124376,25,25
126938,4,5
221191,23,23
229199,5,5
221425,7,7
221512,33,7
229300,,
221627,31,31
288709,1,3
224649,,
222199,,11
134572,8,8
222579,8,8
136359,11,11
98848,,
142237,4,4
142537,,
223426,24,24
144882,29,22
146565,16,27
151797,24,24
224141,23,
224298,2,33
154559,9,9
155010,5,5
156740,,
157486,23,23
160584,5,5
201881,4,4
161734,,
163495,24,24
166603,,
166896,10,25
172219,8,29
249468,27,16
153707,,
172342,25,25
250380,18,18
277565,4,4
173665,22,22
174362,,
180778,,
175531,4,4
176529,24,4
178862,4,
180361,24,24
183748,18,27
161383,,
186703,22,22
186365,2,2
187607,27,27
186862,4,30
189772,5,5
191684,6,23
191519,27,24
193575,,4
237910,20,20
196999,22,22
199912,24,24
198964,33,4
200889,23,23
199785,16,5
216961,7,7
203208,27,27
254169,9,
98810,5,24
179128,16,25
215764,25,25
117324,,
220183,23,23
217512,,
217740,,
218172,33,33
260232,27,27
221033,5,5
221395,24,24
149721,,
222155,24,
259312,27,24
222932,,
224460,24,22
252863,,
262241,7,
230793,7,7
257364,,
228325,,
229435,23,23
229620,5,5
113487,,
89377,,
230945,24,22
230947,5,24
232561,5,5
214823,,
258490,11,11
258543,27,27
235977,4,4
266484,25,25
237882,,
289910,5,5
108509,,
159689,4,22
270004,,
244555,27,27
290488,4,4
249686,22,18
249900,2,9
261447,,25
261668,4,5
213637,,
257604,24,5
257800,24,5
259566,22,22
262179,16,16
260697,30,30
262391,4,24
261915,30,
250260,,
283385,,
270245,30,
271760,14,10
271488,22,22
285664,25,16
57984,,
273435,,
274880,7,7
253140,,
275069,24,22
275357,,
264528,22,24
145827,,
276821,,
104930,,
281272,22,22
136446,,
285838,23,23
286243,24,24
286986,30,18
266386,3,3
284888,28,28
178409,,
290798,23,7
291721,4,4
187668,3,23
267363,3,
293146,25,25
95437,,
1194,24,24
3253,7,7
3175,18,18
5155,9,9
271892,5,4
32844,4,4
10913,5,1
7145,23,23
269152,29,29
269185,10,10
7619,25,33
7674,,
246419,8,8
9752,33,33
9965,27,27
19309,,
10615,20,14
12633,22,5
13959,23,3
12242,4,4
12369,5,5
21603,33,2
17436,4,22
287034,27,24
271385,7,
17773,8,8
271834,5,
22784,,
282024,9,
272290,4,4
39892,5,5
16806,,
33192,4,5
33687,33,33
34103,,
36449,22,22
274944,3,3
234849,27,4
50333,7,7
29917,,
44376,7,
44378,5,5
232818,9,
275841,,
209267,24,24
273804,27,16
49080,24,24
46729,24,16
47394,27,24
233090,,
276579,16,16
50277,5,5
52058,33,33
76510,4,23
277719,30,30
58066,16,16
191502,7,4
61689,23,4
278526,14,
91542,27,27
62845,23,4
278923,4,4
278979,25,25
64848,,
279265,24,27
279347,23,4
66193,5,5
246665,25,25
69879,22,22
67653,4,4
223635,,
68363,22,4
280519,23,23
71715,14,14
280644,24,5
158538,,
94589,5,5
76532,,
281347,23,
76032,25,25
73334,23,23
283829,11,11
247905,16,16
248035,9,9
218112,25,
137534,33,4
145801,16,27
82252,33,4
269913,,
83525,23,23
153813,7,4
157086,22,22
87057,3,23
87412,3,
212900,16,16
132299,7,7
91091,11,23
91183,5,5
90470,4,4
90505,25,16
284067,25,
284174,,5
149954,29,8
90865,27,24
92480,16,16
93688,2,22
93386,10,
137949,,22
99423,23,25
96387,31,31
187519,4,5
286010,22,22
109606,,
106041,32,
286960,,
132511,7,7
132771,,
109758,9,
287493,7,7
255182,4,25
117492,33,33
118391,24,24
118546,3,3
126745,24,
119223,33,4
119940,4,4
122841,22,22
123061,2,2
209775,4,
124547,,
128907,16,16
210538,5,4
131858,23,23
109629,31,14
290413,11,11
20769,27,27
290586,23,
290674,11,11
134990,22,22
136559,5,5
290873,,24
137935,25,16
137146,16,
141162,5,5
142696,23,24
143038,25,25
292338,5,5
292573,2,2
148679,27,27
293156,1,1
293271,33,33
227,8,25
155790,4,4
274925,16,16
246104,27,3
253254,,
169209,25,25
169654,22,
170007,1,1
171437,5,5
184451,23,23
173383,11,11
174496,7,7
157613,,
145884,9,
3885,,
260202,,
139751,22,18
260472,,
199148,24,24
225106,,
201469,4,4
201712,5,24
248327,24,24
205407,,
205298,24,24
6777,8,31
99196,,
98002,,
186289,25,3
8408,,7
119469,27,27
97736,22,22
134959,25,16
11043,,
215946,27,27
143397,4,
161110,16,16
162665,24,24
14067,23,
165094,5,5
167071,25,25
168337,24,24
168376,,
14949,,34
173778,24,24
191671,,4
15723,,5
178639,,
147136,,
195160,7,4
194489,30,30
212666,24,24
214587,24,22
214594,,
274238,4,4
215992,10,
273183,33,33
206046,5,5
353,,
88620,7,7
235826,5,4
70161,,
111111,27,5
240308,25,31
241483,5,7
23912,,
23947,,
287076,11,11
159890,4,4
278206,7,7
218230,31,
246364,33,23
25188,,
249661,,
250231,7,7
250642,4,4
251206,,
252773,24,5
15521,,
253618,33,33
27003,34,
265846,28,23
276845,27,
280203,7,7
280789,,
28887,8,
139271,5,5
214522,,
98993,18,
52079,,
160668,,
23351,,
102400,4,4
21272,22,22
253277,,
22887,18,24
192764,,
23069,28,28
37941,24,27
47840,18,18
38402,,
50215,9,10
55883,18,18
55500,27,27
60063,22,22
34048,,
100066,11,11
124147,4,
126883,14,31
128254,33,33
97164,27,27
130370,7,7
130345,22,29
137767,27,4
150021,4,4
100509,2,2
146547,,
146607,,
260005,,
79828,,
147953,4,4
286256,4,24
150755,5,5
150412,,
102461,25,
163843,18,30
46738,,4
70381,22,18
70743,23,33
74671,4,
108112,23,23
79276,33,7
233634,,
49478,7,8
169187,22,
90465,3,16
93626,4,5
95004,5,4
97636,4,4
98741,22,22
183094,27,27
107191,22,22
109510,4,4
111570,30,22
114222,,
254294,10,
153972,,
155347,16,16
155732,27,
57382,4,
160320,33,33
270429,4,5
187150,4,5
187713,5,24
187838,,4
188235,23,23
191658,1,23
268432,,
197109,5,5
198663,1,4
198918,,
69081,,
164063,,
211760,,
204226,27,24
188035,,
175271,,
103800,,
263347,11,
259274,,
128530,,
63462,28,28
223130,30,30
229350,,
269977,4,4
271972,2,2
247967,,
272867,,
275645,24,27
199155,23,22
65052,9,24
281979,24,24
284681,,
172858,,
287065,22,22
288656,2,7
290907,27,27
66828,23,23
8715,27,27
939,8,8
2334,25,
1049,33,33
10298,22,24
67270,25,25
120722,3,3
248376,,
2562,,
11189,7,7
4629,25,25
5857,23,23
6364,5,5
9187,4,4
12600,2,2
10391,,
69294,27,3
69319,16,27
11400,23,7
101924,22,
225679,4,4
13988,9,9
15837,23,23
18075,24,
26973,30,8
46483,16,16
71769,2,2
26583,4,4
142428,,
72443,,4
11165,27,27
37776,4,4
57198,5,5
73847,24,27
43083,5,24
74119,8,8
261294,,
37894,,
45737,30,30
54092,14,14
51864,7,33
48901,30,30
49283,4,4
247849,5,1
50867,23,23
50889,27,27
263985,5,5
112299,,
55932,24,24
62334,7,7
77015,31,22
63005,4,23
63723,9,10
64547,8,8
64678,5,5
77360,25,25
72011,4,4
68046,24,4
71019,5,5
72555,7,7
73076,5,4
81790,,
246775,,
247652,23,23
164422,5,5
47491,25,25
41333,27,16
173760,33,33
119004,,
139792,4,4
80261,33,4
81484,27,25
83554,25,25
82636,11,11
86698,22,22
87314,23,23
87404,9,9
88118,25,
154323,5,5
97843,22,22
209859,2,
100438,25,25
210664,4,22
100719,4,4
100389,24,24
148100,11,
105073,22,22
46137,4,4
40284,5,5
106398,23,5
290186,9,23
62444,4,4
79999,,
109342,25,25
225600,27,24
109590,4,4
114764,,
112600,28,28
226163,25,25
114486,22,22
216880,,
117477,,
120790,5,4
119718,2,2
119730,4,4
120166,24,22
240895,,
31400,,
123602,33,33
124702,22,24
124583,24,27
125761,16,16
227823,27,
44805,,
133491,18,22
134586,22,
148747,7,7
141567,5,27
205175,,
144879,,
229256,24,24
146362,5,5
142548,33,33
148120,24,24
148980,24,4
209983,,
151204,5,5
152843,4,4
152914,,
235907,10,
233789,,
155438,4,
230275,,
196948,,
231691,7,4
160772,31,31
161278,5,16
186377,8,8
131710,23,23
166584,7,4
169541,5,4
172052,4,4
172128,16,27
171555,20,20
179140,,
142997,,
189575,24,24
189611,4,4
184407,,
216277,16,
187728,22,22
8625,,
189605,23,23
190701,20,26
194573,24,24
195378,23,3
214642,,
198073,16,16
204049,4,4
209864,7,7
205708,,
210621,,
210270,8,8
210138,,
281142,,
104932,24,5
105829,7,33
214781,5,5
215905,8,8
228174,27,27
179143,,
249638,,
224312,4,4
97930,1,5
191205,,
182230,4,7
180670,,
182006,,
139904,,
100211,,
253644,27,27
234793,5,4
235457,4,4
256020,11,11
237989,9,10
238209,24,24
174031,,
241169,22,22
194057,31,31
239397,24,24
22446,23,23
244579,5,23
240373,5,
258718,9,9
176096,11,11
73874,,
128133,,
266107,,
268035,,
241490,,
241528,4,4
270573,,
272852,22,22
273266,4,5
242409,,
274758,,
265031,24,24
222450,,
276482,4,4
279220,5,5
282898,4,4
283438,23,23
285033,4,4
285789,25,3
290354,2,2
244252,24,24
517,5,5
7768,4,4
2865,33,33
5421,4,4
4759,24,24
7865,25,25
7454,7,33
21409,24,27
246523,24,24
156075,8,7
207962,2,2
208542,,
187157,11,11
33981,23,23
35506,8,8
103039,24,24
76047,,
49562,23,1
49580,27,27
104359,,
49366,24,24
50196,30,18
60454,8,8
78320,,12
243560,,
62113,24,4
66118,4,24
27417,17,17
79197,5,5
68053,27,22
79310,23,23
79619,,4
72627,7,7
288911,28,28
80658,5,
77457,3,3
136609,12,12
247150,4,4
279638,25,
231117,16,16
153696,,
241782,18,18
182849,5,27
78647,3,3
81556,,
79248,,
230003,22,22
82414,2,2
83523,33,2
215786,,
83486,27,24
83506,4,4
89397,24,24
92361,4,4
94207,23,23
98570,27,24
96485,7,7
105898,5,5
85446,23,23
102006,27,27
106548,4,16
167469,4,4
86506,4,
109804,33,33
86748,22,22
116105,24,24
116170,13,26
117991,23,23
120189,11,11
151955,28,23
87705,10,10
121986,8,8
88273,33,33
125812,24,24
53777,5,5
174603,23,23
249006,,
88991,5,4
196542,4,4
89045,4,4
131912,25,
140786,28,23
141688,4,4
134588,7,7
135101,4,27
173795,23,23
137475,10,
76986,18,27
142055,33,33
140389,,
90379,1,23
140408,7,7
194199,23,7
145251,24,5
142969,7,5
91570,24,24
91696,18,18
91722,16,16
152857,7,33
192665,,
156619,4,24
157521,24,24
92634,8,8
92799,22,25
161604,4,23
164082,23,23
167896,24,5
168354,27,27
93855,8,8
213717,27,27
94115,,24
170441,24,24
170924,5,4
187928,4,4
146578,,
175727,4,4
176043,,
178729,33,33
111949,23,9
181638,24,24
181819,25,23
95589,,
95595,5,5
96143,16,16
188135,,
96316,16,16
190332,24,24
96681,,16
215622,23,
96845,,5
191162,18,18
192377,11,
186163,,
194104,23,27
198507,27,27
93265,,
199273,5,5
125661,,
202745,24,24
205411,22,22
171123,23,23
99151,24,24
215443,2,2
99386,,
123075,,
289756,,
100591,,23
239240,,
264188,25,25
220300,,
245158,33,33
222239,,
223818,18,27
224328,25,25
132067,4,4
159263,,
231207,,
124518,30,30
229715,,
102197,23,1
31419,,
93613,5,5
230528,5,5
270899,33,
280114,5,5
109929,,
232182,22,24
165541,22,22
98775,11,11
241823,4,4
146887,27,24
239916,5,4
240571,25,25
244775,5,4
105028,23,23
259200,27,27
206907,,
257574,25,25
250011,30,27
105885,24,24
250922,5,4
116907,,
251483,4,4
106109,23,23
252943,4,7
255184,4,4
257177,,
208988,,
278574,,
195265,,
107349,22,
260575,27,27
260580,23,23
262839,25,3
263669,28,23
263582,24,24
264206,,
262871,27,23
267024,31,31
267880,4,23
273040,16,16
72674,,
389,,
273247,23,23
274270,1,27
276527,24,24
276752,,
288350,,
110028,24,24
277709,4,7
280489,27,4
282233,14,14
277888,4,7
288871,20,20
283945,24,5
171920,7,33
171859,,
171882,,
109852,5,5
289934,22,22
291023,16,16
292174,8,8
2819,24,4
112246,,
153161,22,22
157718,,
150978,4,4
182856,,
112993,,
6382,,
113287,22,22
113380,10,10
8428,23,23
12284,7,7
113731,16,16
113941,7,4
11209,5,5
114005,16,16
11675,27,27
114340,16,16
13649,10,9
15934,8,8
17079,1,23
21017,22,22
55814,,
24742,4,33
22737,16,16
136038,,
23113,,
202313,,
115976,8,8
23752,4,24
27573,16,16
116373,,
25840,25,
247143,27,27
47675,,
56010,4,4
28757,28,23
106191,,
117058,5,5
117281,,
220717,,
117504,,
286789,,
35978,7,7
117896,5,24
189570,,
37230,27,23
38812,7,7
259625,,
44461,25,
47041,9,9
46978,7,33
46897,7,
47321,5,5
48669,4,4
128383,4,4
268462,5,5
266688,,
5631,,
56082,23,23
51552,22,22
52179,5,1
56171,24,24
115989,,
53752,,4
121361,22,24
56882,5,4
64871,8,8
58408,20,14
65382,27,24
59701,33,2
60319,7,7
61749,27,27
61901,18,18
62473,5,25
65764,5,5
194543,16,16
64436,,
65349,4,7
69135,30,
70463,4,7
256430,,
208083,,
261457,,
74358,23,19
75858,,
166277,1,23
110824,,
248173,22,22
260904,,
216508,,
124708,5,22
113745,16,16
78740,30,30
79656,24,24
206770,,
154925,5,5
155356,4,4
87768,33,33
127061,,25
127415,22,
90780,4,5
90391,,
92311,25,4
92285,16,11
128029,7,7
96276,,
128491,4,
98790,4,4
97265,30,8
128856,10,10
100653,,
153076,,
129433,22,22
129577,4,4
130435,23,23
111168,8,8
131067,,14
113427,30,30
137033,1,23
114403,23,23
114738,30,18
116071,25,25
116831,23,23
118425,5,4
93901,,
119406,5,5
189987,4,5
132865,7,7
122288,5,23
123205,28,1
132951,,
133032,,27
133066,18,18
46933,,
240232,11,11
131742,,
132955,2,2
134608,,
135522,27,5
159317,4,7
159954,4,4
9256,,
151367,,
135124,8,8
163634,7,7
135484,4,4
135629,,18
150301,25,25
135814,16,
275993,8,8
171962,4,4
171583,4,4
173124,,
174309,23,7
174421,,5
3936,1,1
176153,,
177601,,
181339,25,23
162472,7,7
181835,22,22
202518,23,23
275598,,
151066,19,
194622,22,29
194923,7,7
7438,,
58918,,
272977,,
195733,23,23
197023,,
198296,7,7
276373,24,22
199144,7,7
201424,24,24
201444,22,22
208067,24,5
141379,8,28
208899,16,4
26150,,
167498,4,4
194748,20,20
235728,,
209291,4,
210334,5,4
220448,16,16
211619,22,22
141916,24,
212024,4,7
212262,4,4
213833,4,4
220932,30,22
218108,5,5
222708,7,7
225281,24,24
160490,,
232348,4,7
160506,28,23
30682,,
93695,4,4
194340,,25
230998,1,5
233145,24,24
223577,5,5
223590,4,4
145159,16,16
235714,18,18
130669,,
239022,22,22
239338,,
239769,18,18
115431,,
240423,25,
240857,23,23
251375,,
152124,30,
242836,24,5
243114,24,24
225624,24,27
244117,,
245239,18,18
244770,,
245660,,
129384,33,7
246233,,
261563,,
251928,22,8
250507,16,24
250851,24,27
253106,11,11
147991,4,
156346,24,24
157517,23,23
158117,,
148990,,5
159414,,
161620,22,24
163540,27,22
164890,5,5
167234,,
149710,27,27
166247,4,4
172706,18,18
175469,4,4
146593,,
102645,,
177317,,4
180771,23,16
267878,,
183307,5,27
188644,10,10
184081,32,
184446,25,
38372,,
233488,22,
188782,22,22
57161,,
190151,3,3
199606,,
153275,22,24
208943,,
191413,13,26
126605,,
236247,5,4
193094,16,
115795,5,5
154125,16,16
159084,24,24
158966,1,1
254554,4,4
291679,4,4
257126,4,4
257914,22,22
259006,33,33
262210,24,27
262420,7,7
262639,2,7
263621,11,11
264153,23,5
264785,5,5
266273,4,5
281168,5,5
272571,18,
20920,24,24
62725,24,5
157231,22,22
157672,,16
278886,,
277901,24,22
278396,5,24
279318,,
158012,24,
281191,22,4
281809,,
283517,16,16
284813,4,4
235016,8,8
236234,4,4
286664,25,23
159226,,
286914,24,24
218701,,
159505,25,25
290040,7,4
21966,,
174823,4,4
160211,27,27
160282,27,27
147773,22,22
95550,,
160523,27,27
1971,24,27
2772,7,7
160810,24,
3801,24,7
277365,,
4979,22,4
9822,25,
57550,2,2
11008,23,23
11825,22,22
11782,11,11
198034,,
16159,16,16
81822,,
26949,24,4
182762,,
20791,,
21148,4,4
21075,25,16
165004,30,22
23760,,25
193723,7,7
25187,23,23
78831,,
51529,4,4
30276,,
166937,,
42043,16,27
38292,5,4
38354,4,4
167736,,4
167991,,4
40838,4,22
41717,,
168393,24,5
169075,,8
44666,24,24
222829,,
169435,,
169545,,
169619,24,24
237259,4,4
47987,4,23
170005,23,23
60180,22,22
170378,4,4
170489,22,22
170560,,
51910,24,5
60276,27,27
54020,5,5
81504,25,25
133456,4,4
57006,,
136841,,
57403,4,4
226343,4,4
83465,,
57886,30,22
58129,4,1
60633,5,4
187434,,
71067,5,24
123140,20,14
186342,4,22
267470,,
62295,23,5
63565,23,
179269,,
65723,24,24
65069,5,4
82939,23,
68277,33,33
69051,27,24
69780,18,11
71583,24,27
174162,16,16
73089,,
174401,16,16
74028,27,27
121958,7,7
75985,23,
232614,,
248055,22,24
36206,,
178921,22,22
175672,,
114891,,
79161,24,23
81050,5,5
239214,,
176585,,4
92322,16,25
176711,,
232300,,
200901,4,4
204806,4,4
84642,,
177377,,
86086,16,5
87210,22,22
87929,,
88099,30,22
90246,23,23
90451,5,5
178174,28,28
292264,,
93236,27,1
98023,,
179278,4,7
99325,9,9
269108,,
86225,4,4
179874,10,
188169,23,23
180326,22,
105308,7,7
109966,5,4
286424,,
108602,22,22
112146,4,4
181491,,
116056,23,23
181796,24,24
52032,24,24
118201,4,23
119598,7,7
134328,12,12
119896,,
66399,7,22
121377,22,22
240769,4,
75983,24,24
123880,33,7
137181,,
131584,27,24
122724,5,4
76924,,
47461,,
237403,4,28
181860,23,23
127907,33,33
127796,7,4
128793,,
183903,4,4
183971,34,
66946,5,
91155,22,22
184080,26,26
184276,16,16
131119,5,4
222571,22,22
133998,10,10
184707,33,33
133714,30,22
137409,4,4
147753,9,9
80502,8,8
244738,22,22
186075,22,22
141263,24,22
141027,24,24
239777,,
144346,7,4
145303,23,23
182905,24,24
187089,2,33
145706,,
111166,,
161564,5,5
151805,8,8
152316,4,4
152497,4,4
155032,7,7
153110,27,24
188019,,16
154710,5,5
155479,2,2
177938,,
149104,30,
82072,,
172587,,
172041,5,5
97616,,
238090,,
189200,26,26
206545,24,24
223877,31,13
189921,18,18
83277,27,11
82734,,22
190277,10,10
167971,4,4
92109,,
170254,25,25
196250,4,19
190941,7,7
174066,,
176413,27,24
175038,24,24
175801,11,11
191696,10,
202157,1,24
177349,8,8
178492,5,23
153777,16,16
88901,1,5
89084,4,4
101485,33,33
186605,4,4
185847,24,22
187937,5,5
261630,,
97814,28,28
192679,7,7
194766,30,30
193839,,
194331,4,5
195887,,
162729,,
197017,22,22
198456,,
198660,9,9
199082,,
247522,5,5
201115,22,22
204051,24,24
204875,27,27
204637,5,5
195624,27,27
205842,28,4
206776,16,
246450,,
210288,5,5
223968,,
156404,9,9
284326,24,4
274513,4,5
196777,12,
196889,23,
266061,,
91300,1,4
36102,,
231223,4,7
223435,4,4
226409,,
198797,24,24
148967,5,5
227976,,
229487,5,5
248598,4,
92414,27,4
68630,,
4080,,
202031,25,25
233810,28,3
199972,,33
288988,5,5
17489,,
192383,,
234563,27,27
212898,9,9
236296,7,33
238150,7,4
152511,9,9
226845,,
184279,,
120388,,
56720,,
100041,27,
90302,16,16
125634,,
245408,30,11
39395,24,24
248177,27,27
263274,5,5
249497,16,16
202604,,4
224280,,
250599,22,
149294,2,2
252208,30,30
203114,34,34
126032,20,14
254977,16,
255163,,
257449,14,14
248381,24,24
258858,30,
260059,,
259509,4,5
261395,4,
261313,,
261712,3,3
261741,22,22
246196,,
267812,27,18
120959,25,3
121129,5,4
269749,5,24
269078,28,7
130927,24,24
270616,,
271045,22,4
271264,16,23
272464,11,
66654,,
284877,18,24
143200,33,7
273663,4,4
276067,5,24
19207,,
275271,24,24
121494,33,4
275375,,
94591,5,4
283641,1,23
279526,25,10
284464,22,5
280936,,
281339,5,4
94075,16,28
281741,,
284858,23,23
208613,,
284359,27,27
284674,23,4
285725,24,27
209152,23,23
94189,,
249666,16,3
288024,25,25
209514,3,1
257823,,
137735,3,3
21656,,
290896,1,23
210041,8,30
292731,26,26
210301,20,20
292721,5,5
210298,16,16
210319,30,30
5903,4,4
211612,33,33
211850,,
5477,4,4
212386,,4
259633,11,11
212601,23,23
7320,23,23
63288,5,5
10576,25,25
206230,,
8777,24,22
9409,,
9285,22,24
10238,22,18
214466,5,
